target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,contineu_img_started,contineu_img_stopped,key_resp_8_keys,key_resp_8_rt,key_resp_8_started,key_resp_8_stopped,id_,date,expName,psychopyVersion,frameRate
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,17,53,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,1.26713920000475,333.073302900069,334.073999800021,334.040503300028,None,333.073302900069,None,333.073302900069,None,333.073302900069,None,335.341233070032,None,335.341233070032,None,335.341233070032,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,0,54,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,2.1629368000431,335.341267700074,336.372869900079,336.339103900013,None,335.341267700074,None,335.341267700074,None,335.341267700074,None,338.505308500025,None,338.505308500025,None,338.505308500025,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,1,55,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.03873080003541,339.50955190009,340.540971099981,340.474104000023,None,339.50955190009,None,339.50955190009,None,339.50955190009,None,341.541061270074,None,341.541061270074,None,341.541061270074,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,2,56,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,1.13179010001477,341.541620600037,342.543373799999,342.508530199993,None,341.541620600037,None,341.541620600037,None,341.541620600037,None,343.674603370042,None,343.674603370042,None,343.674603370042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,3,57,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.16520080005284,343.675689300057,344.67521450005,344.67521450005,None,343.675689300057,None,343.675689300057,None,343.675689300057,None,345.841517969989,None,345.841517969989,None,345.841517969989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,4,58,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,1.06201369990595,345.842672800063,346.874328800011,346.840704400092,None,345.842672800063,None,345.842672800063,None,345.842672800063,None,347.907229469996,None,347.907229469996,None,347.907229469996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,5,59,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,1.29882310004905,347.907642100006,348.906550300075,348.906550300075,None,347.907642100006,None,347.907642100006,None,347.907642100006,None,350.208274270082,None,350.208274270082,None,350.208274270082,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,6,60,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,j,j,1,1.22975820000283,350.208935200004,351.208175400039,351.208175400039,None,350.208935200004,None,350.208935200004,None,350.208935200004,None,352.441562070069,None,352.441562070069,None,352.441562070069,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,7,61,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,positive,j,j,1,1.43024629994761,352.442009199993,353.441577400081,353.408852800028,None,352.442009199993,None,352.442009199993,None,352.442009199993,None,354.873522270029,None,354.873522270029,None,354.873522270029,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,8,62,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,0.933829799992964,354.875063000014,355.905957999988,355.839686200023,None,354.875063000014,None,354.875063000014,None,354.875063000014,None,356.809243869991,None,356.809243869991,None,356.809243869991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,9,63,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.14655200007837,356.809355600039,357.810125300079,357.776815199992,None,356.809355600039,None,356.809355600039,None,356.809355600039,None,358.957708270079,None,358.957708270079,None,358.957708270079,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,10,64,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,1.36695830000099,358.960015100078,359.992357300012,359.925426100031,None,358.960015100078,None,358.960015100078,None,358.960015100078,None,361.324558070069,None,361.324558070069,None,361.324558070069,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,11,65,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.926747999968939,361.32504929998,362.357527300017,362.32476280001,None,361.32504929998,None,361.32504929998,None,361.32504929998,None,363.257029770082,None,363.257029770082,None,363.257029770082,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,12,66,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.13596760004293,363.25828300009,364.290458400035,364.223577100085,None,363.25828300009,None,363.25828300009,None,363.25828300009,None,365.393302170001,None,365.393302170001,None,365.393302170001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,13,67,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,1.09568419994321,365.418321500067,366.425997600076,366.392369700014,None,365.418321500067,None,365.418321500067,None,365.418321500067,None,367.49241837,None,367.49241837,None,367.49241837,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,14,68,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,0.932341900072061,367.493735500029,368.528632600093,368.459273800021,None,367.493735500029,None,367.493735500029,None,367.493735500029,None,369.425385970064,None,369.425385970064,None,369.425385970064,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,15,69,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.33094969997182,369.426160000032,370.458169399993,370.425256200018,None,369.426160000032,None,369.426160000032,None,369.426160000032,None,371.758538770047,None,371.758538770047,None,371.758538770047,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,16,70,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,1.91666450002231,371.758765900042,372.759734900086,372.726323400042,None,371.758765900042,None,371.758765900042,None,371.758765900042,None,374.676280370005,None,374.676280370005,None,374.676280370005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,17,71,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.928670599940233,374.677539000055,375.70811430004,375.675062300055,None,374.677539000055,None,374.677539000055,None,374.677539000055,None,376.60810017006,None,376.60810017006,None,376.60810017006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,0,72,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,1.0004700999707,376.609442500048,377.610129300039,377.576165100094,None,376.609442500048,None,376.609442500048,None,376.609442500048,None,378.609242670028,None,378.609242670028,None,378.609242670028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,1,73,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,1.63135929999407,378.609257000033,379.609084900003,379.576024900074,None,378.609257000033,None,378.609257000033,None,378.609257000033,None,381.242191970022,None,381.242191970022,None,381.242191970022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,2,74,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.978135899989866,381.264527900028,382.2928999,382.226173400064,None,381.264527900028,None,381.264527900028,None,381.264527900028,None,383.225146770035,None,383.225146770035,None,383.225146770035,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,3,75,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,1.06703140004538,383.226887800032,384.25809300004,384.192297699978,None,383.226887800032,None,383.226887800032,None,383.226887800032,None,385.292921170034,None,385.292921170034,None,385.292921170034,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,4,76,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,2.19830789999105,385.293894900009,386.293695200002,386.260348799988,None,385.293894900009,None,385.293894900009,None,385.293894900009,None,388.494065599982,None,388.494065599982,None,388.494065599982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,5,77,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,-0.194137600017712,389.526102000033,NaN,NaN,None,389.526102000033,None,389.526102000033,None,389.526102000033,None,390.325741000008,None,390.325741000008,None,390.325741000008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,6,78,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.33744159992784,393.343941600062,394.376648999983,394.309866800089,None,393.343941600062,None,393.343941600062,None,393.343941600062,None,395.676017569983,None,395.676017569983,None,395.676017569983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,7,79,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.13354409998283,395.675854500034,396.675506000058,396.644348500064,None,395.675854500034,None,395.675854500034,None,395.675854500034,None,397.810664369981,None,397.810664369981,None,397.810664369981,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,8,80,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,1.06230320001487,397.811370100011,398.843452300061,398.776431199978,None,397.811370100011,None,397.811370100011,None,397.811370100011,None,399.876149570011,None,399.876149570011,None,399.876149570011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,9,81,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.2337644000072,399.87592130003,400.87696959998,400.843367699999,None,399.87592130003,None,399.87592130003,None,399.87592130003,None,402.110453170049,None,402.110453170049,None,402.110453170049,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,10,82,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,positive,j,j,1,1.48024189996067,402.134038600023,403.160936100059,403.094410200021,None,402.134038600023,None,402.134038600023,None,402.134038600023,None,404.592746170028,None,404.592746170028,None,404.592746170028,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,11,83,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,l,l,1,1.13465729996096,404.593083700049,405.594427500037,405.563810800086,None,404.593083700049,None,404.593083700049,None,404.593083700049,None,406.728901269985,None,406.728901269985,None,406.728901269985,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,12,84,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.1287813000381,406.731303500012,407.759497900028,407.726083500078,None,406.731303500012,None,406.731303500012,None,406.731303500012,None,408.85991026999,None,408.85991026999,None,408.85991026999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,13,85,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,1.10122830001637,408.860490099993,409.861922600074,409.828205600032,None,408.860490099993,None,408.860490099993,None,408.860490099993,None,410.962346070004,None,410.962346070004,None,410.962346070004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,14,86,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.977721999981441,410.986692100065,412.010448400048,411.944285299978,None,410.986692100065,None,410.986692100065,None,410.986692100065,None,412.943124869978,None,412.943124869978,None,412.943124869978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,15,87,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.768830699962564,412.944190700073,413.943310800008,413.910250200075,None,412.944190700073,None,412.944190700073,None,412.944190700073,None,414.712742669997,None,414.712742669997,None,414.712742669997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,16,88,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.893807499902323,414.713164300076,415.743349900004,415.678931400063,None,414.713164300076,None,414.713164300076,None,414.713164300076,None,416.609959470015,None,416.609959470015,None,416.609959470015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,17,89,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,1.26589039992541,416.610786900041,417.643432900077,417.576225100085,None,416.610786900041,None,416.610786900041,None,416.610786900041,None,418.876740670088,None,418.876740670088,None,418.876740670088,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,418.877089500078,None,space,12.7815591000253,418.877089500078,None,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,1.58117220003624,431.728816200048,432.745256200084,432.679485799978,None,431.728816200048,None,431.728816200048,None,431.728816200048,None,434.279040170042,None,434.279040170042,None,434.279040170042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,1,1,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.996402900083922,434.301343900035,435.311557500041,435.245307800011,None,434.301343900035,None,434.301343900035,None,434.301343900035,None,436.277801970043,None,436.277801970043,None,436.277801970043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,2,2,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,0.997386900009587,436.27918120008,437.311963399989,437.245084300055,None,436.27918120008,None,436.27918120008,None,436.27918120008,None,438.277301670075,None,438.277301670075,None,438.277301670075,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,3,3,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,1.66856290004216,438.277963100001,439.278230000054,439.245003100019,None,438.277963100001,None,438.277963100001,None,438.277963100001,None,440.945183470054,None,440.945183470054,None,440.945183470054,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,4,4,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.02830430003814,440.965031600092,441.978217200027,441.944418700063,None,440.965031600092,None,440.965031600092,None,440.965031600092,None,442.979388070083,None,442.979388070083,None,442.979388070083,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,5,5,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,1.10077649995219,442.979505200055,443.981799300062,443.947782700066,None,442.979505200055,None,442.979505200055,None,442.979505200055,None,445.079158270056,None,445.079158270056,None,445.079158270056,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,403,2023-08-15_14h51.45.687,Main,2022.1.1,30.2250496713769
