distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,st_fix_back_stopped,st_fix_2_stopped,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,25,25,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,483.25894989993,None,k,0,1.18686090002302,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,26,26,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,486.442319199909,k,k,1,1.18402880011126,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,27,27,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,488.625981099904,None,None,1,1.51671470003203,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,28,28,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,491.142686799983,k,k,1,2.26439509994816,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,29,29,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,495.409189799917,k,k,1,0.951551600010134,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,30,30,38,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,497.359255399904,None,None,1,1.51567610003985,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,31,31,23,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,499.876271399902,None,None,1,1.51659350004047,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,32,32,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,502.408401499968,None,None,1,1.51449049997609,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,33,33,21,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,504.909996400005,None,None,1,1.51605540001765,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,34,34,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,507.426791299949,None,None,1,1.51542389998212,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,35,35,53,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,509.943145899917,k,k,1,1.0657126000151,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,36,36,29,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,512.026611799956,None,None,1,1.51493609999306,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,37,37,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,514.526971799904,None,None,1,1.51598040002864,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,38,38,18,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,517.04385519994,None,None,1,1.51598109991755,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,39,39,11,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,519.560962399933,None,None,1,1.51505860011093,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,40,40,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,522.077310199966,None,None,1,1.51590640004724,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,41,41,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,524.594221799984,None,None,1,1.51544579991605,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,42,42,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,527.111065899953,k,k,1,0.931125800008886,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,43,43,20,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,529.044621599955,None,None,1,1.51688649994321,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,44,44,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,531.561381199979,None,None,1,1.51568700000644,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,45,45,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,534.078061299981,None,None,1,1.51640490000136,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,46,46,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,536.609941500006,k,k,1,1.41571480000857,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,47,47,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,539.012280599913,None,None,1,1.51499119994696,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,48,48,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,541.52857179998,None,None,1,1.51555819995701,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,49,49,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,544.04523379996,k,k,1,1.18302879994735,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,50,50,27,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,546.245001000003,k,k,1,1.0796810000902,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,51,51,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,548.312134000007,None,None,1,1.51717770006508,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,52,52,14,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,550.829014199902,None,None,1,1.51613749994431,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,53,53,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,553.345682299929,None,None,1,1.51529729994945,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,54,54,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,555.862627999973,None,None,1,1.5160368999932,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,55,55,6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,558.3794205999,None,k,0,1.48206440010108,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,56,56,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,561.862626899965,None,None,1,1.51889870001469,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,57,57,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,564.379715199932,k,k,1,1.41404519998468,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,58,58,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,566.796407699934,None,None,1,1.51652760000434,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,59,59,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,569.31316089991,k,k,1,1.13226149999537,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,571.44685009995,571.44685009995,space,3.52923800004646,NaN,NaN,603,2023-08-15_17h02.15.963,Main,2023.1.2,59.9683607312104
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,574.993896099972,577.995274799992,NaN,,,,NaN
