target,distractor,set,ans1,ans2,weather_thisRepN,weather_thisTrialN,weather_thisN,weather_thisIndex,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,boat_thisRepN,boat_thisTrialN,boat_thisN,boat_thisIndex,para_thisRepN,para_thisTrialN,para_thisN,para_thisIndex,fish_thisRepN,fish_thisTrialN,fish_thisN,fish_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,targ_started,fl_ans,fl_res,fl_corr,fl_rt,fl_rt_2,fl_key_resp_keys,id_,x___,x__,weather,boat,parachute,fish,test_mode,date,expName,psychopyVersion,frameRate
positive,positive,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,1,127,2,main,1,1,1,positive,positive,465.619774100021,j,j,1,1.53570950007997,1.53513860004023,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,2,128,10,main,2,2,2,neutral,neutral,469.170295000076,k,j,0,1.02600049995817,1.02547330001835,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,3,129,6,main,1,1,1,positive,negative,472.203384700115,l,l,1,0.839222999988124,0.838801500038244,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4,130,5,main,2,2,1,negative,positive,474.036736900103,j,j,1,0.949195599998347,0.948753500008024,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5,131,3,main,2,2,1,neutral,negative,475.98672470008,l,l,1,0.865684999967925,0.86521439999342,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,6,132,16,main,2,2,2,negative,neutral,477.853116900078,k,k,1,1.80007570004091,1.79878409998491,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,7,133,12,main,1,1,2,neutral,negative,481.653493000078,l,l,1,0.826185300014913,0.825640800059773,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,8,134,1,main,2,2,1,neutral,neutral,483.46954890003,k,k,1,0.860456099966541,0.86004319996573,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9,135,17,main,1,1,2,neutral,positive,485.337109800079,j,j,1,0.714859499945305,0.714339299942367,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,10,136,8,main,2,2,1,neutral,positive,487.053105200059,j,j,1,0.931670899968594,0.931156100006774,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,11,137,4,main,2,2,1,positive,neutral,488.98684560007,k,k,1,0.73988690006081,0.739328800002113,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,positive,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,12,138,11,main,2,2,2,positive,positive,490.719674500055,j,j,1,0.89156609994825,0.891107799950987,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,negative,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,13,139,9,main,1,1,2,negative,negative,492.619705500081,l,l,1,0.83843850006815,0.837903700070456,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14,140,13,main,2,2,2,positive,neutral,494.453429600107,k,k,1,0.761103100026958,0.759858699981123,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
negative,positive,2,j,l,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,15,141,15,main,2,2,2,positive,negative,496.220949200098,l,l,1,0.784224200062454,0.783790300018154,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,16,142,7,main,1,1,1,negative,neutral,498.003057400114,k,k,1,0.761592300026678,0.761066299979575,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
positive,negative,2,l,j,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,17,143,14,main,2,2,2,negative,positive,499.770454400103,j,j,1,0.66704229998868,0.666545700049028,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
,,NaN,,,NaN,NaN,NaN,NaN,2,0,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,,,NaN,NaN,NaN,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
,,NaN,,,NaN,NaN,NaN,NaN,2,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,,,NaN,NaN,NaN,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
,,NaN,,,NaN,NaN,NaN,NaN,3,0,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,,,NaN,NaN,NaN,,2,54,여자,no,yes,no,no,no,2023-06-02_11h35.11.225,Main,2022.2.4,60.1502673938176
