distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,image_4_stopped,sound_2_started,sound_2_stopped,key_resp_3_keys,key_resp_3_rt,image_5_started,image_5_stopped,st_prac_back_started,st_prac_back_stopped,st_prac_text_started,st_prac_text_stopped,st_fix_back_started,st_fix_back_stopped,st_fix_2_started,st_fix_2_stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back_started,st_back_stopped,st2_resp_keys,st2_resp_corr,st_main_back_started,st_main_back_stopped,st_main_text_started,st_main_text_stopped,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,mouse_4_clicked_name,mouse_4_started,mouse_4_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,0,10,10,10,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,1.15001429999938,121.3080553,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,0,11,11,11,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49530609999965,123.456103299999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,red,2,None,None,NaN,NaN,NaN,NaN,0,12,12,12,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.50190529999963,125.955306299998,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,red,1,None,None,NaN,NaN,NaN,NaN,0,13,13,13,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49639810000008,128.457906799998,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,2,k,None,NaN,NaN,NaN,NaN,0,14,14,14,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.50172990000101,130.955107799999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,1,k,None,NaN,NaN,NaN,NaN,0,15,15,15,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49664240000129,133.457724899999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,1,None,k,NaN,NaN,NaN,NaN,0,16,16,16,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.801650199999131,135.955315199999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,2,k,None,NaN,NaN,NaN,NaN,0,17,17,17,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49627949999922,137.757599699999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,1,k,None,NaN,NaN,NaN,NaN,0,18,18,18,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.50184839999929,140.254912699998,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,0,19,19,19,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,1.04659730000094,142.757558699999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,1,0,20,0,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.4990555000004,144.804820899999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,red,2,None,None,NaN,NaN,NaN,NaN,1,1,21,1,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.50180829999954,147.3048222,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,2,None,k,NaN,NaN,NaN,NaN,1,2,22,2,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,1.13004980000005,149.807417499998,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,1,3,23,3,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.951764900000853,151.9405037,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,2,None,k,NaN,NaN,NaN,NaN,1,4,24,4,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.67933020000055,153.8905896,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,1,None,k,NaN,NaN,NaN,NaN,1,5,25,5,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.835273999999117,155.5712721,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,1,6,26,6,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49870349999946,157.407245799999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,red,1,None,None,NaN,NaN,NaN,NaN,1,7,27,7,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49912550000045,159.907200899999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,1,8,28,8,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.880090399999972,162.407150699999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,1,9,29,9,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49905510000099,164.287734,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,1,10,30,10,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.735197399999379,166.787761399999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,1,11,31,11,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49885480000012,168.523687499999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,red,2,None,None,NaN,NaN,NaN,NaN,1,12,32,12,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49651230000018,171.0243154,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,red,1,None,None,NaN,NaN,NaN,NaN,1,13,33,13,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.50191630000154,173.520941199999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,2,k,None,NaN,NaN,NaN,NaN,1,14,34,14,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,k,0,1.06309189999956,176.0235297,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,1,k,None,NaN,NaN,NaN,NaN,1,15,35,15,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.48706019999918,179.0874121,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,1,None,k,NaN,NaN,NaN,NaN,1,16,36,16,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.896381200000178,181.573404199999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,2,k,None,NaN,NaN,NaN,NaN,1,17,37,17,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.49905339999896,183.470663799999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,1,k,None,NaN,NaN,NaN,NaN,1,18,38,18,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,None,None,1,1.50177579999945,185.970666599998,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,1,19,39,19,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,prac,k,k,1,0.765671699999075,188.4732986,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,,,,NaN,NaN,NaN,,,NaN,190.237480599999,None,190.237480599999,None,0.025,0,1,0,0,st_main_back,0.0141775299998699,None,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,192.3704492,None,192.3704492,None,main,None,None,1,1.50768330000028,194.390656899999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,1,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49613640000098,196.9064217,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,2,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.50178760000017,199.403661999999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,3,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.50177609999992,201.906271799999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,4,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49359809999987,204.4071355,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,5,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.818595200000345,206.9035496,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,6,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.863116900000023,208.722829699998,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,red,2,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,7,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.4990600000001,210.586756799999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,8,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.818644800001493,213.086751299999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,9,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49635510000007,214.9059874,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,10,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.816183400000227,217.403281899999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,11,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.50150459999895,219.219944499999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,12,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49641030000021,221.722471699999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,red,2,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,13,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.50195440000061,224.219794499999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,yellow,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,14,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,1.09246880000137,226.722419799999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,15,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.48924340000121,228.808819099999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,16,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.696466999999757,231.305684199999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
positive,blue,2,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,17,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.50170160000016,233.002950299999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18,18,18,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.832721900000251,235.5055385,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,19,19,19,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.862790700000915,237.338855099999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,20,20,20,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,0.768547800000306,239.202814799999,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,blue,2,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,21,21,21,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,k,k,1,1.08219289999943,240.972096,None,None,0,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22,22,22,NaN,,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,main,None,None,1,1.49894370000038,243.055434599999,None,None,1,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,507,2023-11-05_19h26.26.014,Main,2022.1.1,60.0779210639902
