distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,37,37,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,602.86218419997,k,k,1,1.30023370007984,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,38,38,54,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,605.162328400067,None,None,1,1.53248279995751,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,39,39,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,607.695785599994,None,None,1,1.53187669999897,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,40,40,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,610.229315100005,None,None,1,1.53167229995597,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,41,41,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,612.761932000052,k,k,1,1.86488349991851,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,42,42,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,615.627457099967,None,None,1,1.53339760005474,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,43,43,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,618.163328900002,k,k,1,1.73112460004631,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,44,44,21,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,620.896176900016,None,None,1,1.53295959997922,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,45,45,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,623.429925700068,None,None,1,1.53259539999999,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,46,46,53,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,625.963474199991,k,k,1,1.36734769993927,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,47,47,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,628.331262400025,k,k,1,2.66408229991794,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,48,48,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,633.031445499975,k,k,1,1.60131270007696,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,49,49,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,635.632216500002,None,None,1,1.53316110000014,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,50,50,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,638.163645899971,k,k,1,1.3306004999904,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,51,51,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,640.498838,None,None,1,1.53103009995539,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,52,52,30,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,643.029076199979,None,None,1,1.53516710002441,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,53,53,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,645.565309899976,None,None,1,1.53052020003088,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,54,54,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,648.097582599963,None,None,1,1.53099969995674,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,55,55,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,650.629306599963,None,None,1,1.53288910002448,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,56,56,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,653.163909700001,k,k,1,1.43150499998592,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,57,57,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,655.596509500057,None,None,1,1.53294539998751,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,58,58,15,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,658.130838599987,k,k,1,2.06730469991453,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,59,59,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,662.232839500066,k,k,1,1.37085669999942,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,664.598789400072,664.598789400072,space,2.99491360003594,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,667.630333999987,NaN,,,,NaN
