distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,blue,2,None,k,NaN,NaN,NaN,NaN,0,15,15,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,209.008191999979,k,k,1,1.43341340008192,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,2,None,None,NaN,NaN,NaN,NaN,0,16,16,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,211.441898299963,None,None,1,1.53019079996739,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,0,17,17,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,213.973519499996,None,None,1,1.5362570999423,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,2,k,None,NaN,NaN,NaN,NaN,0,18,18,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,216.510746099986,None,None,1,1.53070539992768,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,0,19,19,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,prac,219.043192900019,k,k,1,1.6963883000426,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,221.743495000061,8.87999776750803e-05,221.743495000061,221.743495000061,-0.0101851851851852,-0.00740740740740741,0,0,0,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,16.8837469000136,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,238.676034500008,238.676034500008,main,240.741729000001,k,k,1,1.06037840002682,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,1,1,44,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,242.793404399999,k,k,1,1.43154989997856,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,2,2,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,245.227525900002,None,None,1,1.53196110005956,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,3,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,247.760765400017,None,None,1,1.52933210006449,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4,4,33,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,250.29116630007,None,None,1,1.53547479992267,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,5,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,252.827255700016,k,k,1,1.26370350003708,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6,6,37,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,255.09498230007,None,None,1,1.53194539994001,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,7,7,50,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,257.625680000056,None,None,1,1.53321699996013,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,260.159853699966,None,None,1,1.53567300003488,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,262.694069599966,None,None,1,1.52992799994536,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,265.22784279997,None,None,1,1.53070260002278,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,267.760044800001,None,None,1,1.53131609992124,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,25,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,270.292396300007,k,k,1,1.23580619995482,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,272.528775500017,k,k,1,1.2983936999226,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,274.828523600008,None,None,1,1.53243999998085,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,277.362277699984,None,None,1,1.51242669997737,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,34,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,279.876268699998,k,k,1,1.05398840003181,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,281.931111300015,None,None,1,1.52953160007019,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,18,18,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,284.4621759,None,None,1,1.53253840003163,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,19,19,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,286.994253700017,None,None,1,1.53201720002107,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,20,20,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,289.52892349998,k,k,1,1.19843079999555,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,21,21,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,291.728211299982,k,k,1,1.26618749997579,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,22,22,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,293.995718799997,None,None,1,1.53044810006395,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,23,23,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,296.527035100036,None,None,1,1.53400820004754,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,24,24,15,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,299.06262500002,k,k,1,1.23138819995802,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,25,25,17,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,301.294688099995,None,None,1,1.53234410006553,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,26,26,53,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,303.828375400044,k,k,1,1.59959869994782,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,27,27,16,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,306.429174400051,k,k,1,0.999171199975535,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,28,28,55,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,308.430911700008,k,k,1,1.20039570005611,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,29,29,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,310.630379499984,k,k,1,1.16381439997349,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,30,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,312.795149200014,k,k,1,1.068481199909,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,31,31,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,314.862733499962,None,None,1,1.53135950001888,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,32,32,14,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,317.397569200024,None,None,1,1.53086800000165,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,33,33,46,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,319.930266099982,None,None,1,1.53228709998075,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,34,34,27,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,322.46642750001,k,k,1,1.53437679994386,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,35,35,56,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,324.99836680002,k,k,1,1.16376430005766,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,503,2023-08-15_15h48.08.366,Main,2023.1.2,30.2098466555147
