target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,id_,date,expName,psychopyVersion,frameRate
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,1,55,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,l,l,1,6.36411760000192,538.779239699998,539.828555099997,539.7796432,None,538.779239699998,None,538.779239699998,None,538.779239699998,None,546.112727799999,None,546.112727799999,None,546.112727799999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,2,56,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,j,j,1,5.20730240000194,547.1606545,548.1931874,548.1620114,None,547.1606545,None,547.1606545,None,547.1606545,None,553.343499399998,None,553.343499399998,None,553.343499399998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,3,57,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,j,j,1,1.74375660000078,554.391787199998,555.407950099998,555.407950099998,None,554.391787199998,None,554.391787199998,None,554.391787199998,None,557.093514866665,None,557.093514866665,None,557.093514866665,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,4,58,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,l,l,1,4.37878869999986,557.125800399997,558.1580899,558.1580899,None,557.125800399997,None,557.125800399997,None,557.125800399997,None,562.491454499999,None,562.491454499999,None,562.491454499999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,5,59,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,5.79277820000061,563.541127999997,564.605890199997,564.522664999997,None,563.541127999997,None,563.541127999997,None,563.541127999997,None,570.322865599999,None,570.322865599999,None,570.322865599999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,6,60,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,4.78982339999857,571.3712442,572.387556099999,572.354078699998,None,571.3712442,None,571.3712442,None,571.3712442,None,577.154764899999,None,577.154764899999,None,577.154764899999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,7,61,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,6.8982345000004,578.187315899999,579.218909699997,579.190566899997,None,578.187315899999,None,578.187315899999,None,578.187315899999,None,586.070486499997,None,586.070486499997,None,586.070486499997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,8,62,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,j,j,1,3.9230927000026,587.116564799999,588.168061499997,588.116638199997,None,587.116564799999,None,587.116564799999,None,587.116564799999,None,592.0347105,None,592.0347105,None,592.0347105,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,9,63,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,j,j,1,2.54357379999783,593.0852872,594.134791299999,594.102374999999,None,593.0852872,None,593.0852872,None,593.0852872,None,596.599345399998,None,596.599345399998,None,596.599345399998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,10,64,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,3.08303270000033,597.6307523,598.681170599997,598.647676799999,None,597.6307523,None,597.6307523,None,597.6307523,None,601.6982269,None,601.6982269,None,601.6982269,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,11,65,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,4.91121589999966,602.729710299998,603.762745999997,603.762745999997,None,602.729710299998,None,602.729710299998,None,602.729710299998,None,608.646948899997,None,608.646948899997,None,608.646948899997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,12,66,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,j,j,1,6.08673199999976,609.677859899999,610.7278673,610.695741699998,None,609.677859899999,None,609.677859899999,None,609.677859899999,None,616.745053999999,None,616.745053999999,None,616.745053999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,13,67,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,l,l,1,3.79369779999979,617.792893099999,618.809322099998,618.7795964,None,617.792893099999,None,617.792893099999,None,617.792893099999,None,622.5771542,None,622.5771542,None,622.5771542,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,14,68,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,3.35796680000203,623.607601299998,624.641451399999,624.609059599999,None,623.607601299998,None,623.607601299998,None,623.607601299998,None,627.9401301,None,627.9401301,None,627.9401301,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,15,69,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,3.86449800000264,628.956163999999,629.979049899997,629.979049899997,None,628.956163999999,None,628.956163999999,None,628.956163999999,None,633.824209999999,None,633.824209999999,None,633.824209999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,16,70,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,positive,l,l,1,2.25431259999823,634.838340799997,635.854748399997,635.854748399997,None,634.838340799997,None,634.838340799997,None,634.838340799997,None,638.106175499997,None,638.106175499997,None,638.106175499997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,17,71,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,l,l,1,4.62586010000086,639.187098399998,640.2369483,640.154189999997,None,639.187098399998,None,639.187098399998,None,639.187098399998,None,644.771694699997,None,644.771694699997,None,644.771694699997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,0,72,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,3.5574912000011,645.818676199997,646.852197099997,646.788987699998,None,645.818676199997,None,645.818676199997,None,645.818676199997,None,650.353618999998,None,650.353618999998,None,650.353618999998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,1,73,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,3.73952869999994,651.384211699999,652.4043609,652.367863199997,None,651.384211699999,None,651.384211699999,None,651.384211699999,None,656.102042699997,None,656.102042699997,None,656.102042699997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,2,74,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,6.31259869999849,657.149348299998,658.1829354,658.149500199997,None,657.149348299998,None,657.149348299998,None,657.149348299998,None,664.449931399999,None,664.449931399999,None,664.449931399999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,3,75,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,j,j,1,5.97203470000022,665.497304299999,666.513999899998,666.480593999997,None,665.497304299999,None,665.497304299999,None,665.497304299999,None,672.429108099997,None,672.429108099997,None,672.429108099997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,4,76,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,l,l,1,7.82139019999886,673.478808,674.495339199999,674.465599399999,None,673.478808,None,673.478808,None,673.478808,None,682.278538699997,None,682.278538699997,None,682.278538699997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,5,77,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,7.77748789999896,683.326041799999,684.343294899998,684.309683799998,None,683.326041799999,None,683.326041799999,None,683.326041799999,None,692.076502399999,None,692.076502399999,None,692.076502399999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,6,78,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,3.91909560000204,693.1070396,694.140503799998,694.111359299997,None,693.1070396,None,693.1070396,None,693.1070396,None,698.024548199999,None,698.024548199999,None,698.024548199999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,7,79,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,l,l,1,4.66267650000009,699.072253899998,700.106763,700.075432099999,None,699.072253899998,None,699.072253899998,None,699.072253899998,None,704.723333899998,None,704.723333899998,None,704.723333899998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,8,80,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,l,l,1,6.99047240000073,705.753717199997,706.771685099997,706.741355099999,None,705.753717199997,None,705.753717199997,None,705.753717199997,None,713.7208307,None,713.7208307,None,713.7208307,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,9,81,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,j,j,1,4.92193319999933,714.768771499999,715.804522799997,715.7683306,None,714.768771499999,None,714.768771499999,None,714.768771499999,None,720.670510199998,None,720.670510199998,None,720.670510199998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,10,82,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,3.85872210000161,721.7009521,722.753961299997,722.720552299998,None,721.7009521,None,721.7009521,None,721.7009521,None,726.535033,None,726.535033,None,726.535033,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,11,83,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,l,l,1,5.10456189999968,727.598717199999,728.632483899997,728.598669799998,None,727.598717199999,None,727.598717199999,None,727.598717199999,None,733.6498106,None,733.6498106,None,733.6498106,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,12,84,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,l,l,1,5.80668560000049,734.717209999999,735.7636695,735.6822932,None,734.717209999999,None,734.717209999999,None,734.717209999999,None,741.480614,None,741.480614,None,741.480614,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,13,85,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,6.4102238000014,742.528893999999,743.578474499998,743.531027699999,None,742.528893999999,None,742.528893999999,None,742.528893999999,None,749.912103499999,None,749.912103499999,None,749.912103499999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,14,86,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,j,j,1,7.72444379999797,750.980051899998,752.0440418,751.961952599999,None,750.980051899998,None,750.980051899998,None,750.980051899998,None,759.692910499998,None,759.692910499998,None,759.692910499998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,15,87,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,positive,l,l,1,30.2997314999993,760.744650499997,761.7907829,761.726891299997,None,760.744650499997,None,760.744650499997,None,760.744650499997,None,792.018533899998,None,792.018533899998,None,792.018533899998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,16,88,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,j,j,1,3.48312640000222,793.082711299998,794.115675199999,794.065847299997,None,793.082711299998,None,793.082711299998,None,793.082711299998,None,797.534001199998,None,797.534001199998,None,797.534001199998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,17,89,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,negative,j,j,1,3.35096680000061,798.582778199998,799.615302099999,799.548667199997,None,798.582778199998,None,798.582778199998,None,798.582778199998,None,802.8991594,None,802.8991594,None,802.8991594,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,402,2023-08-15_15h07.46.064,Main,2022.1.1,None
