distractor,target,set,ans1,ans2,rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,st2_prac_loop_thisRepN,st2_prac_loop_thisTrialN,st2_prac_loop_thisN,st2_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,st2_main_loop_thisRepN,st2_main_loop_thisTrialN,st2_main_loop_thisN,st2_main_loop_thisIndex,image_4_started,wait_img_started,key_resp_3_keys,key_resp_3_rt,image_5_started,ins_rep_img_started,st_prac_back_started,prac_img_started,st_fix_back_started,st_fix_2_started,main_prac,st_back_started,st_ans,st_res,st_corr,st_rt,st2_resp_keys,st2_resp_corr,st_main_back_started,mouse_4_started,main_key_started,main_img_started,mouse_4_x,mouse_4_y,mouse_4_leftButton,mouse_4_midButton,mouse_4_rightButton,main_key_keys,main_key_rt,contineu_img_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,text_2_started,id_,date,expName,psychopyVersion,frameRate
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,1,1,9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,161.420023299986,k,k,1,0.900900600012392,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,2,2,26,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,163.3194606998,k,k,1,0.895102600101382,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,3,14,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,165.21904349979,None,None,1,1.53192500001751,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4,4,22,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,167.752504599979,None,k,0,1.40126299997792,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,5,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,171.218540299917,None,None,1,1.53696980001405,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6,6,32,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,173.752190399915,k,k,1,1.16506760008633,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,7,7,35,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,175.920603799867,k,k,1,1.29997160006315,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,21,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,178.220260799862,None,None,1,1.52928899996914,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,49,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,180.752862099791,None,None,1,1.53137280000374,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,43,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,183.28657389991,None,None,1,1.53066539997235,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,41,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,185.819817099953,k,k,1,1.29882510006428,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,10,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,188.121004299959,k,k,1,1.36662639980204,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,53,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,190.487934799865,k,k,1,0.932005499955267,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,42,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,192.421430499991,None,None,1,1.53163479990326,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,31,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,194.953798400005,None,None,1,1.52969949995168,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,50,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,197.487316199811,None,None,1,1.53179340017959,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,13,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,200.020239899866,None,None,1,1.51589890010655,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,18,18,45,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,202.537136799889,k,k,1,0.831905700033531,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,19,19,39,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,204.372025199933,None,None,1,1.53128540003672,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,20,20,28,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,206.904440099839,None,None,1,1.51356020011008,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,21,21,15,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,209.421012299834,k,k,1,1.1333407999482,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,22,22,56,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,211.555221699877,k,k,1,0.933231799863279,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,23,23,44,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,213.488545999862,k,k,1,0.963333499850705,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,24,24,51,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,215.455275699962,None,None,1,1.52991389995441,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,blue,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,25,25,8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,217.988570099929,k,k,1,1.00005749985576,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,26,26,40,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,219.989379999926,None,None,1,1.51466970006004,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,27,27,52,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,222.521980899852,None,None,1,1.51228240015917,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,28,28,4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,225.021823199932,k,k,1,1.43271859991364,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,29,29,12,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,227.456032699905,None,None,1,1.53072099993005,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,30,58,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,229.988995399792,None,None,1,1.53315560007468,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,blue,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,31,31,7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,232.52198329987,None,None,1,1.53057490009815,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,32,32,59,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,235.055530199781,k,k,1,0.900593800004572,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,33,33,24,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,236.957046599826,k,k,1,0.963049500016496,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,34,34,11,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,238.923150699819,None,None,1,1.5301130998414,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
positive,yellow,1,None,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,35,35,2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,241.456061599776,k,k,1,2.06764109991491,None,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,red,1,None,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36,36,57,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,245.589115399867,None,None,1,1.5417979999911,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
negative,yellow,1,k,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,37,37,48,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,main,248.139383899979,None,None,1,1.52604680019431,None,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,201,2023-08-15_11h51.45.723,Main,2023.1.2,None
