target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,mouse_2_clicked_name,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,45,0,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,l,l,1,1.12554680000176,299.638838399987,300.66127739998,300.618103299988,None,299.638838399987,None,299.638838399987,None,299.638838399987,None,301.751660129995,None,301.751660129995,None,301.751660129995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,10,46,17,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,positive,j,j,1,0.701869700016687,301.768520599988,302.782174099993,302.763480199996,None,301.768520599988,None,301.768520599988,None,301.768520599988,None,303.456287930001,None,303.456287930001,None,303.456287930001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,11,47,15,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,l,l,1,0.698792100010905,303.47340019999,304.494756300002,304.451542299998,None,303.47340019999,None,303.47340019999,None,303.47340019999,None,305.157489329993,None,305.157489329993,None,305.157489329993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,12,48,11,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,positive,j,j,1,0.701135299983434,305.175989699987,306.19475699999,306.151641799981,None,305.175989699987,None,305.175989699987,None,305.175989699987,None,306.859869029993,None,306.859869029993,None,306.859869029993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,13,49,2,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,positive,j,j,1,0.807018899999093,306.884034399991,307.898225699988,307.880097099987,None,306.884034399991,None,306.884034399991,None,306.884034399991,None,308.670947229993,None,308.670947229993,None,308.670947229993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,14,50,7,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.758321900008013,308.690283200005,309.701589000004,309.66589969999,None,308.690283200005,None,308.690283200005,None,308.690283200005,None,310.433984629993,None,310.433984629993,None,310.433984629993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,15,51,13,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.802668599993922,310.453258299996,311.466596699989,311.431187999988,None,310.453258299996,None,310.453258299996,None,310.453258299996,None,312.23975083,None,312.23975083,None,312.23975083,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,16,52,10,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.943655199982459,312.257220800006,313.278247799986,313.232190199982,None,312.257220800006,None,312.257220800006,None,312.257220800006,None,314.186046330005,None,314.186046330005,None,314.186046330005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,17,53,4,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.08659799999441,314.20437609998,315.228379299981,315.1851455,None,314.20437609998,None,314.20437609998,None,314.20437609998,None,316.276981329991,None,316.276981329991,None,316.276981329991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,0,54,11,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,positive,j,j,1,0.73298369999975,316.293863900006,317.301985700004,317.268369900004,None,316.293863900006,None,316.293863900006,None,316.293863900006,None,318.012461529995,None,318.012461529995,None,318.012461529995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,55,6,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,negative,l,l,1,0.609654700005194,318.028849900002,319.046247499995,319.0019379,None,318.028849900002,None,318.028849900002,None,318.028849900002,None,319.622771829987,None,319.622771829987,None,319.622771829987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,56,12,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,l,l,1,0.946065299998736,319.640186300006,320.646853899991,320.628297799994,None,319.640186300006,None,319.640186300006,None,319.640186300006,None,321.572155529991,None,321.572155529991,None,321.572155529991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,57,9,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,negative,l,l,1,0.666396100015845,321.589589199983,322.608064100001,322.568267800001,None,321.589589199983,None,321.589589199983,None,321.589589199983,None,323.241348630001,None,323.241348630001,None,323.241348630001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,58,5,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,j,j,1,0.777104699984193,323.257345399994,324.270958000008,324.235568400007,None,323.257345399994,None,323.257345399994,None,323.257345399994,None,325.020012329982,None,325.020012329982,None,325.020012329982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,59,14,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,positive,j,j,1,0.726634000020567,325.037427999981,326.051728299994,326.015399299999,None,325.037427999981,None,325.037427999981,None,325.037427999981,None,326.751336430004,None,326.751336430004,None,326.751336430004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,6,60,8,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.820603300002404,326.768954500003,327.768997799983,327.751983599999,None,326.768954500003,None,326.768954500003,None,326.768954500003,None,328.573755729981,None,328.573755729981,None,328.573755729981,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,7,61,0,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,l,l,1,1.2317483999941,328.590952400002,329.601198599994,329.564870300004,None,328.590952400002,None,328.590952400002,None,328.590952400002,None,330.807661429988,None,330.807661429988,None,330.807661429988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,8,62,15,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,l,l,1,0.856765700009419,330.825005299994,331.834893799998,331.798887199984,None,330.825005299994,None,330.825005299994,None,330.825005299994,None,332.669004229983,None,332.669004229983,None,332.669004229983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,9,63,1,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.710519199987175,332.685817899997,333.71159229998,333.665618800005,None,332.685817899997,None,332.685817899997,None,332.685817899997,None,334.382474330001,None,334.382474330001,None,334.382474330001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,10,64,16,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,neutral,k,k,1,0.689556400000583,334.399441699992,335.413446999999,335.368635799998,None,334.399441699992,None,334.399441699992,None,334.399441699992,None,336.074154029987,None,336.074154029987,None,336.074154029987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,11,65,7,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.584239599993452,336.090045199991,337.111847199994,337.068808199983,None,336.090045199991,None,336.090045199991,None,336.090045199991,None,337.661073229983,None,337.661073229983,None,337.661073229983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,12,66,17,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.710283299995353,337.682806099998,338.698804999993,338.661733899993,None,337.682806099998,None,337.682806099998,None,337.682806099998,None,339.373921629982,None,339.373921629982,None,339.373921629982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,13,67,4,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.648649500013562,339.390827900002,340.413505000004,340.368322800001,None,339.390827900002,None,339.390827900002,None,339.390827900002,None,341.025221030004,None,341.025221030004,None,341.025221030004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,14,68,3,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,negative,l,l,1,0.696299600007478,341.041483399982,342.0621407,342.018912300002,None,341.041483399982,None,341.041483399982,None,341.041483399982,None,342.724078429988,None,342.724078429988,None,342.724078429988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,15,69,2,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,positive,j,j,1,0.863638300012099,342.743374199985,343.761759099987,343.719027399988,None,342.743374199985,None,342.743374199985,None,342.743374199985,None,344.590505929993,None,344.590505929993,None,344.590505929993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,16,70,13,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.730597699992359,344.606191600004,345.628858999989,345.585678000003,None,344.606191600004,None,344.606191600004,None,344.606191600004,None,346.323393329987,None,346.323393329987,None,346.323393329987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,17,71,10,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.69663349998882,346.339434499998,347.362324599992,347.319300700008,None,346.339434499998,None,346.339434499998,None,346.339434499998,None,348.022937729993,None,348.022937729993,None,348.022937729993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0,72,2,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,positive,j,j,1,0.815546199999517,348.0387835,349.0623357,349.019292799989,None,348.0387835,None,348.0387835,None,348.0387835,None,349.840589329987,None,349.840589329987,None,349.840589329987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,1,73,0,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,negative,l,l,1,0.774053600005573,349.857892200002,350.869267200003,350.835766799981,None,349.857892200002,None,349.857892200002,None,349.857892200002,None,351.619191229992,None,351.619191229992,None,351.619191229992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,2,74,11,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,positive,j,j,1,0.805037199985236,351.634876299999,352.652659599989,352.616501399985,None,351.634876299999,None,351.634876299999,None,351.634876299999,None,353.426920329986,None,353.426920329986,None,353.426920329986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,75,8,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,neutral,positive,j,j,1,0.855061200010823,353.44649219999,354.45148269998,354.432840299996,None,353.44649219999,None,353.44649219999,None,353.44649219999,None,355.285688629994,None,355.285688629994,None,355.285688629994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4,76,17,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,positive,j,j,1,0.756982799997786,355.301956899988,356.302727200004,356.286084499996,None,355.301956899988,None,355.301956899988,None,355.301956899988,None,357.045136829992,None,357.045136829992,None,357.045136829992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,77,9,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,negative,l,l,1,0.824620400002459,357.063623900001,358.069519299985,358.034178100002,None,357.063623900001,None,357.063623900001,None,357.063623900001,None,358.871529829988,None,358.871529829988,None,358.871529829988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,6,78,1,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.800013000000035,358.8893255,359.902668499999,359.869409000006,None,358.8893255,None,358.8893255,None,358.8893255,None,360.674042929991,None,360.674042929991,None,360.674042929991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,7,79,4,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.775543700001435,360.690054799983,361.702411200007,361.669127900008,None,360.690054799983,None,360.690054799983,None,360.690054799983,None,362.452733129999,None,362.452733129999,None,362.452733129999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,8,80,12,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.12503769999603,362.469857899996,363.469408000004,363.452830099995,None,362.469857899996,None,362.469857899996,None,362.469857899996,None,364.581619129991,None,364.581619129991,None,364.581619129991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,9,81,14,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,negative,positive,j,j,1,1.21930759999668,364.599264899996,365.601527099992,365.583469400008,None,364.599264899996,None,364.599264899996,None,364.599264899996,None,366.802520129984,None,366.802520129984,None,366.802520129984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,10,82,10,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,neutral,neutral,k,k,1,0.666747499984922,366.820546000003,367.83103109998,367.812865399988,None,366.820546000003,None,366.820546000003,None,366.820546000003,None,368.472677129999,None,368.472677129999,None,368.472677129999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,11,83,15,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,positive,negative,l,l,1,0.758425899985014,368.488631899992,369.515298199985,369.469539499987,None,368.488631899992,None,368.488631899992,None,368.488631899992,None,370.234051629997,None,370.234051629997,None,370.234051629997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,12,84,3,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,1,neutral,negative,l,l,1,0.702852399990661,370.253650900006,371.262729199982,371.236336000002,None,370.253650900006,None,370.253650900006,None,370.253650900006,None,371.939122730002,None,371.939122730002,None,371.939122730002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,13,85,5,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,positive,j,j,1,0.749640800000634,371.956111899985,372.969775699981,372.933588899992,None,371.956111899985,None,371.956111899985,None,371.956111899985,None,373.691186830003,None,373.691186830003,None,373.691186830003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,14,86,7,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,negative,neutral,k,k,1,0.714484500000253,373.706960799987,374.731979899982,374.686558599991,None,373.706960799987,None,373.706960799987,None,373.706960799987,None,375.407747829982,None,375.407747829982,None,375.407747829982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,15,87,6,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,1,positive,negative,l,l,1,0.814846099994611,375.424681600009,376.448122700007,376.403111099993,None,375.424681600009,None,375.424681600009,None,375.424681600009,None,377.225181430005,None,377.225181430005,None,377.225181430005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,16,88,16,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.778908999986015,377.243151999981,378.264420099993,378.219744100003,None,377.243151999981,None,377.243151999981,None,377.243151999981,None,379.007841029999,None,379.007841029999,None,379.007841029999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,17,89,13,,NaN,NaN,NaN,NaN,NaN,,,,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.922189000004437,379.024644899997,380.031437500002,380.013144299999,None,379.024644899997,None,379.024644899997,None,379.024644899997,None,380.93368873001,None,380.93368873001,None,380.93368873001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.003876255473
